ref_no,order,time,cashier_name,bill_type,pickup_type,payment_method,balance,discount,taxes_svc,payment,tip,change,cashback
3001059,4477,9/3/2022 12:23,มินนี่,ทานที่ร้าน,-,เงินสด,฿144,฿0,฿0,฿200,฿0,฿56,฿0
3001058,4478,9/3/2022 11:29,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿180,฿0,฿0,฿180,฿0,฿0,฿0
3001057,4479,8/3/2022 21:02,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿660,฿0,฿0,฿660,฿0,฿0,฿0
3001056,4480,8/3/2022 20:58,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿340,฿0,฿0,฿340,฿0,฿0,฿0
3001055,4481,8/3/2022 20:32,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿150,฿0,฿0,฿150,฿0,฿0,฿0
3001054,4482,8/3/2022 19:51,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3001053,4483,8/3/2022 19:24,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3001052,4484,8/3/2022 19:11,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿339,฿0,฿0,฿339,฿0,฿0,฿0
3001051,4485,8/3/2022 19:08,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿570,฿0,฿0,฿570,฿0,฿0,฿0
3001050,4486,8/3/2022 18:53,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3001049,4487,8/3/2022 18:38,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿195,฿0,฿0,฿195,฿0,฿0,฿0
3001048,4488,8/3/2022 18:35,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿239,฿0,฿0,฿239,฿0,฿0,฿0
3001047,4489,8/3/2022 18:11,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿110,฿0,฿0,฿120,฿0,฿10,฿0
3001046,4490,8/3/2022 17:08,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿175,฿0,฿0,฿175,฿0,฿0,฿0
3001045,4491,8/3/2022 16:05,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿145,฿0,฿0,฿145,฿0,฿0,฿0
3001044,4492,8/3/2022 14:38,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3001043,4493,8/3/2022 14:17,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿195,฿0,฿0,฿200,฿0,฿5,฿0
3001042,4494,8/3/2022 13:42,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿65,฿0,฿0,฿100,฿0,฿35,฿0
3001041,4495,8/3/2022 13:01,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3001040,4496,8/3/2022 12:51,มินนี่,ทานที่ร้าน,-,เงินสด,฿411,฿0,฿0,฿500,฿0,฿89,฿0
3001039,4497,8/3/2022 12:45,มินนี่,ทานที่ร้าน,-,เงินสด,฿189,฿0,฿0,฿200,฿0,฿11,฿0
3001038,4498,8/3/2022 12:40,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿249,฿0,฿0,฿249,฿0,฿0,฿0
3001037,4499,8/3/2022 12:32,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿55,฿0,฿0,฿55,฿0,฿0,฿0
3001036,4500,8/3/2022 12:28,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿80,฿0,฿0,฿80,฿0,฿0,฿0
3001035,4501,8/3/2022 12:09,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿315,฿0,฿0,฿315,฿0,฿0,฿0
3001034,4502,8/3/2022 11:30,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿55,฿0,฿0,฿100,฿0,฿45,฿0
3001033,4503,8/3/2022 11:27,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3001032,4504,8/3/2022 11:18,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿65,฿0,฿0,฿100,฿0,฿35,฿0
3001031,4505,7/3/2022 21:23,มินนี่,ทานที่ร้าน,-,เงินสด,฿237,฿0,฿0,฿500,฿0,฿263,฿0
3001030,4506,7/3/2022 21:05,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿469,฿0,฿0,฿469,฿0,฿0,฿0
3001029,4507,7/3/2022 20:07,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿445,฿0,฿0,฿445,฿0,฿0,฿0
3001028,4508,7/3/2022 19:03,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿225,฿0,฿0,฿225,฿0,฿0,฿0
3001027,4509,7/3/2022 18:22,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿190,฿0,฿0,฿190,฿0,฿0,฿0
3001026,4510,7/3/2022 18:08,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿205,฿0,฿0,฿210,฿0,฿5,฿0
3001025,4511,7/3/2022 16:35,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3001024,4512,7/3/2022 15:57,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3001023,4513,7/3/2022 15:40,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿423,฿0,฿0,฿423,฿0,฿0,฿0
3001022,4514,7/3/2022 15:21,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿65,฿0,฿0,฿65,฿0,฿0,฿0
3001021,4515,7/3/2022 15:16,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿150,฿0,฿0,฿150,฿0,฿0,฿0
3001020,4516,7/3/2022 15:12,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿80,฿0,฿0,฿80,฿0,฿0,฿0
3001019,4517,7/3/2022 14:10,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿75,฿0,฿0,฿75,฿0,฿0,฿0
3001018,4518,7/3/2022 13:27,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿325,฿0,฿0,฿325,฿0,฿0,฿0
3001017,4519,7/3/2022 12:20,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿75,฿0,฿0,฿75,฿0,฿0,฿0
3001016,4520,7/3/2022 11:56,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿180,฿0,฿0,฿180,฿0,฿0,฿0
3001015,4521,7/3/2022 11:56,มินนี่,สั่งกลับบ้าน,ShopeeFood,อื่นๆ,฿180,฿0,฿0,฿180,฿0,฿0,฿0
3001014,4522,7/3/2022 11:52,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿65,฿0,฿0,฿100,฿0,฿35,฿0
3001013,4523,7/3/2022 11:43,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿300,฿0,฿0,฿300,฿0,฿0,฿0
3001012,4524,7/3/2022 11:39,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿400,฿0,฿0,฿400,฿0,฿0,฿0
,4525,,,,,,,,,,,,
3010603,4526,23/2/2023 19:42,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿20,฿0,฿0,฿100,฿0,฿80,฿0
3010602,4527,23/2/2023 19:41,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿130,฿0,฿0,"฿1,000",฿0,฿870,฿0
3010601,4528,23/2/2023 18:56,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3010600,4529,23/2/2023 18:41,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿210,฿0,฿0,฿210,฿0,฿0,฿0
3010599,4530,23/2/2023 18:39,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿234,฿0,฿0,฿234,฿0,฿0,฿0
3010598,4531,23/2/2023 18:37,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿250,฿0,฿0,฿250,฿0,฿0,฿0
3010597,4532,23/2/2023 18:23,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿75,฿0,฿0,฿75,฿0,฿0,฿0
3010596,4533,23/2/2023 18:23,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿75,฿0,฿0,฿75,฿0,฿0,฿0
3010595,4534,23/2/2023 18:10,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿423,฿0,฿0,฿423,฿0,฿0,฿0
3010594,4535,23/2/2023 18:04,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,อื่นๆ,฿175,฿0,฿0,฿175,฿0,฿0,฿0
3010593,4536,23/2/2023 17:53,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿164,฿0,฿0,฿164,฿0,฿0,฿0
3010592,4537,23/2/2023 17:06,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿549,฿0,฿0,฿549,฿0,฿0,฿0
3010591,4538,23/2/2023 17:00,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿204,฿0,฿0,฿204,฿0,฿0,฿0
3010590,4539,23/2/2023 16:44,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3010589,4540,23/2/2023 16:15,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿610,฿0,฿0,฿610,฿0,฿0,฿0
3010588,4541,23/2/2023 15:06,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3010587,4542,23/2/2023 14:23,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿105,฿0,฿0,฿105,฿0,฿0,฿0
3010586,4543,23/2/2023 13:29,มินนี่,ทานที่ร้าน,-,เงินสด,฿85,฿0,฿0,฿100,฿0,฿15,฿0
3010585,4544,23/2/2023 12:52,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿634,฿0,฿0,฿634,฿0,฿0,฿0
3010584,4545,23/2/2023 12:51,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿288,฿0,฿0,฿288,฿0,฿0,฿0
3010583,4546,23/2/2023 12:37,มินนี่,ทานที่ร้าน,-,เงินสด,฿182,฿0,฿0,฿182,฿0,฿0,฿0
3010582,4547,23/2/2023 12:02,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3010581,4548,23/2/2023 11:58,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿214,฿0,฿0,฿214,฿0,฿0,฿0
3010580,4549,23/2/2023 11:56,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿289,฿0,฿0,฿289,฿0,฿0,฿0
3010579,4550,23/2/2023 11:55,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿340,฿0,฿0,฿340,฿0,฿0,฿0
3010578,4551,23/2/2023 11:52,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿119,฿0,฿0,฿119,฿0,฿0,฿0
3010577,4552,23/2/2023 11:40,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿189,฿0,฿0,฿189,฿0,฿0,฿0
3010576,4553,23/2/2023 11:29,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿144,฿0,฿0,฿144,฿0,฿0,฿0
3010575,4554,23/2/2023 11:11,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿145,฿0,฿0,฿145,฿0,฿0,฿0
3010574,4555,23/2/2023 10:53,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3010573,4556,22/2/2023 20:34,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿130,฿0,฿0,฿130,฿0,฿0,฿0
3010572,4557,22/2/2023 19:52,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3010571,4558,22/2/2023 19:38,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿170,฿0,฿0,฿170,฿0,฿0,฿0
3010570,4559,22/2/2023 19:36,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿165,฿0,฿0,฿165,฿0,฿0,฿0
3010569,4560,22/2/2023 18:56,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿235,฿0,฿0,฿235,฿0,฿0,฿0
3010568,4561,22/2/2023 18:56,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,เงินสด,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3010567,4562,22/2/2023 18:52,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿195,฿0,฿0,฿195,฿0,฿0,฿0
3010566,4563,22/2/2023 18:23,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿410,฿0,฿0,฿410,฿0,฿0,฿0
3010565,4564,22/2/2023 18:22,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿369,฿0,฿0,฿369,฿0,฿0,฿0
3010564,4565,22/2/2023 18:13,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿328,฿0,฿0,฿328,฿0,฿0,฿0
3010563,4566,22/2/2023 18:11,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿204,฿0,฿0,฿204,฿0,฿0,฿0
3010562,4567,22/2/2023 17:29,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3010561,4568,22/2/2023 17:25,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿130,฿0,฿0,฿130,฿0,฿0,฿0
3010560,4569,22/2/2023 16:46,มินนี่,สั่งกลับบ้าน,Robinhood,อื่นๆ,฿90,฿0,฿0,฿90,฿0,฿0,฿0
3010559,4570,22/2/2023 16:23,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
3010558,4571,22/2/2023 15:21,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿75,฿0,฿0,฿75,฿0,฿0,฿0
3010557,4572,22/2/2023 15:01,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿205,฿0,฿0,฿205,฿0,฿0,฿0
3010556,4573,22/2/2023 14:59,มินนี่,ทานที่ร้าน,-,เงินสด,฿268,฿0,฿0,฿300,฿0,฿32,฿0
3010555,4574,22/2/2023 14:26,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿140,฿0,฿0,฿140,฿0,฿0,฿0
3010554,4575,22/2/2023 13:56,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿650,฿0,฿0,฿650,฿0,฿0,฿0
3010553,4576,22/2/2023 13:07,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿545,฿0,฿0,฿545,฿0,฿0,฿0
3010552,4577,22/2/2023 13:00,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿839,฿0,฿0,฿839,฿0,฿0,฿0
3010551,4578,22/2/2023 12:49,มินนี่,ทานที่ร้าน,-,เงินสด,฿655,฿0,฿0,"฿1,000",฿0,฿345,฿0
3010550,4579,22/2/2023 12:46,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿652,฿0,฿0,฿652,฿0,฿0,฿0
3010549,4580,22/2/2023 12:45,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿155,฿0,฿0,฿155,฿0,฿0,฿0
3010548,4581,22/2/2023 12:40,มินนี่,สั่งกลับบ้าน,ลูกค้ารับเองที่ร้าน,โอนเงิน,฿75,฿0,฿0,฿75,฿0,฿0,฿0
3010547,4582,22/2/2023 12:40,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿602,฿0,฿0,฿602,฿0,฿0,฿0
3010546,4583,22/2/2023 12:31,มินนี่,ทานที่ร้าน,-,โอนเงิน,฿239,฿0,฿0,฿239,฿0,฿0,฿0
3010545,4584,22/2/2023 11:55,มินนี่,สั่งกลับบ้าน,GrabFood,อื่นๆ,฿225,฿0,฿0,฿225,฿0,฿0,฿0
3010544,4585,22/2/2023 11:48,มินนี่,สั่งกลับบ้าน,Line Man,อื่นๆ,฿100,฿0,฿0,฿100,฿0,฿0,฿0
