ref_no,time,vendor,bill_type,pickup_type,payment_method,sale,payment,tip,change
3006461,24/9/2022 13:47,1,1,1,1,225.0,225.0,0.0,0.0
3006462,24/9/2022 14:17,1,2,4,3,85.0,85.0,0.0,0.0
3006463,24/9/2022 14:33,1,2,2,3,655.0,655.0,0.0,0.0
3006464,24/9/2022 15:18,1,2,3,3,90.0,90.0,0.0,0.0
3006465,24/9/2022 15:19,1,2,6,3,100.0,100.0,0.0,0.0
3006466,24/9/2022 15:24,1,2,7,3,90.0,90.0,0.0,0.0
3006467,24/9/2022 16:06,1,2,3,3,399.0,399.0,0.0,0.0
3006468,24/9/2022 16:11,1,1,1,1,698.0,698.0,0.0,0.0
3006469,24/9/2022 17:22,1,2,4,3,508.0,508.0,0.0,0.0
3006470,24/9/2022 17:25,1,2,3,3,300.0,300.0,0.0,0.0
3006472,24/9/2022 17:49,1,2,2,3,130.0,130.0,0.0,0.0
3006473,24/9/2022 18:03,1,2,2,1,130.0,130.0,0.0,0.0
3006474,24/9/2022 18:37,1,2,4,3,499.0,499.0,0.0,0.0
3006475,24/9/2022 18:47,1,2,7,3,200.0,200.0,0.0,0.0
3006476,24/9/2022 18:59,1,1,1,2,97.0,100.0,0.0,3.0
3006477,24/9/2022 19:04,1,2,3,3,145.0,145.0,0.0,0.0
3006478,24/9/2022 19:19,1,1,1,1,643.0,643.0,0.0,0.0
3006479,24/9/2022 19:25,1,2,3,3,399.0,399.0,0.0,0.0
3006480,24/9/2022 19:43,1,2,3,3,160.0,160.0,0.0,0.0
3006481,24/9/2022 19:55,1,2,4,3,175.0,175.0,0.0,0.0
3006482,24/9/2022 20:02,1,1,1,1,294.0,294.0,0.0,0.0
3006483,24/9/2022 20:07,1,1,1,1,249.0,249.0,0.0,0.0
3006485,24/9/2022 20:26,1,2,3,3,165.0,165.0,0.0,0.0
3006486,24/9/2022 20:35,1,1,1,1,247.0,247.0,0.0,0.0
3006487,26/9/2022 10:32,1,2,7,3,425.0,425.0,0.0,0.0
3006488,26/9/2022 11:08,1,2,2,2,65.0,100.0,0.0,35.0
3006489,26/9/2022 11:30,1,2,3,3,205.0,205.0,0.0,0.0
3006490,26/9/2022 12:03,1,2,3,3,100.0,100.0,0.0,0.0
3006491,26/9/2022 12:10,1,2,2,1,225.0,225.0,0.0,0.0
3006492,26/9/2022 12:14,1,2,2,1,65.0,65.0,0.0,0.0
3006493,26/9/2022 12:21,1,2,3,3,204.0,204.0,0.0,0.0
3006494,26/9/2022 12:28,1,1,1,1,346.0,346.0,0.0,0.0
3006495,26/9/2022 12:37,1,1,1,1,294.0,294.0,0.0,0.0
3006496,26/9/2022 12:57,1,1,1,1,97.0,97.0,0.0,0.0
3006497,26/9/2022 12:58,1,1,1,1,681.0,681.0,0.0,0.0
3006498,26/9/2022 13:05,1,2,4,3,105.0,105.0,0.0,0.0
3006499,26/9/2022 13:21,1,1,1,1,2330.0,2330.0,0.0,0.0
3006500,26/9/2022 13:24,1,2,7,3,150.0,150.0,0.0,0.0
3006501,26/9/2022 13:37,1,2,3,3,299.0,299.0,0.0,0.0
3006502,26/9/2022 13:45,1,1,1,1,687.0,687.0,0.0,0.0
3006503,26/9/2022 14:17,1,2,2,1,295.0,295.0,0.0,0.0
3006504,26/9/2022 14:17,1,2,3,3,175.0,175.0,0.0,0.0
3006505,26/9/2022 14:32,1,1,1,1,304.0,304.0,0.0,0.0
3006506,26/9/2022 15:12,1,2,4,3,525.0,525.0,0.0,0.0
3006507,26/9/2022 15:26,1,2,3,3,90.0,90.0,0.0,0.0
3006508,26/9/2022 15:56,1,2,2,2,65.0,100.0,0.0,35.0
3006509,26/9/2022 16:48,1,2,3,3,160.0,160.0,0.0,0.0
3006510,26/9/2022 17:03,1,2,2,2,185.0,185.0,0.0,0.0
3006511,26/9/2022 17:10,1,2,3,3,160.0,160.0,0.0,0.0
3006512,26/9/2022 17:10,1,2,2,1,65.0,65.0,0.0,0.0
3006513,26/9/2022 17:39,1,2,7,3,140.0,140.0,0.0,0.0
3006514,26/9/2022 17:46,1,2,6,3,245.0,245.0,0.0,0.0
3006515,26/9/2022 18:03,1,2,4,3,599.0,599.0,0.0,0.0
3006516,26/9/2022 18:37,1,2,7,3,165.0,165.0,0.0,0.0
3006517,26/9/2022 19:29,1,2,3,3,379.0,379.0,0.0,0.0
3006518,26/9/2022 19:37,1,2,4,3,115.0,115.0,0.0,0.0
3006519,26/9/2022 19:41,1,2,3,3,90.0,90.0,0.0,0.0
3006520,26/9/2022 19:45,1,2,3,3,189.0,189.0,0.0,0.0
3006521,26/9/2022 19:45,1,2,4,3,454.0,454.0,0.0,0.0
3006522,26/9/2022 20:04,1,2,3,3,245.0,245.0,0.0,0.0
3006523,26/9/2022 20:16,1,1,1,1,255.0,255.0,0.0,0.0
3006524,26/9/2022 20:48,1,1,1,1,560.0,560.0,0.0,0.0
3006525,26/9/2022 20:48,1,2,2,2,165.0,165.0,0.0,0.0
3006526,27/9/2022 9:24,1,1,1,2,65.0,500.0,0.0,435.0
3006527,27/9/2022 10:40,1,2,3,3,115.0,115.0,0.0,0.0
3006528,27/9/2022 11:06,1,2,4,3,315.0,315.0,0.0,0.0
3006529,27/9/2022 11:26,1,2,7,3,145.0,145.0,0.0,0.0
3006530,27/9/2022 12:05,1,2,3,3,149.0,149.0,0.0,0.0
3006531,27/9/2022 12:12,1,1,1,1,219.0,219.0,0.0,0.0
3006532,27/9/2022 12:15,1,1,1,1,304.0,304.0,0.0,0.0
3006533,27/9/2022 12:20,1,1,1,2,235.0,1000.0,0.0,765.0
3006534,27/9/2022 12:30,1,2,4,3,219.0,219.0,0.0,0.0
3006535,27/9/2022 12:53,1,1,1,1,294.0,294.0,0.0,0.0
3006536,27/9/2022 12:54,1,2,2,2,65.0,100.0,0.0,35.0
3006537,27/9/2022 13:03,1,1,1,1,349.0,349.0,0.0,0.0
3006538,27/9/2022 13:40,1,1,1,1,1625.0,1625.0,0.0,0.0
3006539,27/9/2022 13:45,1,2,2,1,65.0,65.0,0.0,0.0
3006540,27/9/2022 13:45,1,1,1,1,262.0,262.0,0.0,0.0
3006541,27/9/2022 13:52,1,1,1,2,304.0,500.0,0.0,196.0
3006542,27/9/2022 13:55,1,2,6,3,204.0,204.0,0.0,0.0
3006543,27/9/2022 14:08,1,2,2,1,65.0,65.0,0.0,0.0
3006544,27/9/2022 15:02,1,2,7,3,80.0,80.0,0.0,0.0
3006545,27/9/2022 15:26,1,1,1,1,297.0,297.0,0.0,0.0
3006546,27/9/2022 16:08,1,2,4,3,215.0,215.0,0.0,0.0
3006547,27/9/2022 16:26,1,2,3,3,160.0,160.0,0.0,0.0
3006548,27/9/2022 17:19,1,2,3,3,205.0,205.0,0.0,0.0
3006549,27/9/2022 17:41,1,2,3,3,170.0,170.0,0.0,0.0
3006550,27/9/2022 17:46,1,2,4,3,235.0,235.0,0.0,0.0
3006553,27/9/2022 18:13,1,2,3,3,410.0,410.0,0.0,0.0
3006554,27/9/2022 18:14,1,2,2,2,10.0,10.0,0.0,0.0
3006555,27/9/2022 18:35,1,2,3,3,299.0,299.0,0.0,0.0
3006556,27/9/2022 18:58,1,2,7,3,105.0,105.0,0.0,0.0
3006557,27/9/2022 19:08,1,1,1,2,434.0,434.0,0.0,0.0
3006558,27/9/2022 19:12,1,2,2,1,335.0,335.0,0.0,0.0
3006559,27/9/2022 19:12,1,2,4,3,165.0,165.0,0.0,0.0
3006560,27/9/2022 19:12,1,2,4,3,145.0,145.0,0.0,0.0
3006561,27/9/2022 19:12,1,2,2,1,65.0,65.0,0.0,0.0
3006562,27/9/2022 19:13,1,2,3,3,105.0,105.0,0.0,0.0
3006563,27/9/2022 19:13,1,2,3,3,155.0,155.0,0.0,0.0
3006565,27/9/2022 20:05,1,2,7,3,385.0,385.0,0.0,0.0
3006566,27/9/2022 20:20,1,2,7,3,75.0,75.0,0.0,0.0
3006567,28/9/2022 9:38,1,2,3,3,90.0,90.0,0.0,0.0
3006568,28/9/2022 10:40,1,2,3,3,255.0,255.0,0.0,0.0
3006569,28/9/2022 10:41,1,2,3,3,100.0,100.0,0.0,0.0
3006570,28/9/2022 11:20,1,2,6,3,160.0,160.0,0.0,0.0
3006571,28/9/2022 11:44,1,2,4,3,235.0,235.0,0.0,0.0
3006572,28/9/2022 11:51,1,1,1,2,142.0,500.0,0.0,358.0
3006573,28/9/2022 12:20,1,1,1,1,579.0,579.0,0.0,0.0
3006574,28/9/2022 12:44,1,1,1,1,1080.0,1080.0,0.0,0.0
3006575,28/9/2022 12:48,1,1,1,1,476.0,476.0,0.0,0.0
3006576,28/9/2022 13:01,1,2,6,3,314.0,314.0,0.0,0.0
3006577,28/9/2022 13:23,1,2,3,3,170.0,170.0,0.0,0.0
3006578,28/9/2022 13:27,1,1,1,1,508.0,508.0,0.0,0.0
3006579,28/9/2022 13:30,1,1,1,2,55.0,60.0,0.0,5.0
3006580,28/9/2022 14:03,1,2,7,3,155.0,155.0,0.0,0.0
3006581,28/9/2022 14:06,1,2,6,3,250.0,250.0,0.0,0.0
3006582,28/9/2022 14:17,1,2,4,3,200.0,200.0,0.0,0.0
3006583,28/9/2022 14:28,1,2,3,3,170.0,170.0,0.0,0.0
3006584,28/9/2022 14:34,1,2,3,3,180.0,180.0,0.0,0.0
3006585,28/9/2022 14:42,1,2,6,3,165.0,165.0,0.0,0.0
3006586,28/9/2022 14:53,1,2,2,2,130.0,130.0,0.0,0.0
3006587,28/9/2022 15:56,1,2,4,3,369.0,369.0,0.0,0.0
3006588,28/9/2022 16:42,1,2,2,1,75.0,75.0,0.0,0.0
3006589,28/9/2022 17:12,1,2,2,2,120.0,120.0,0.0,0.0
3006590,28/9/2022 17:42,1,2,7,3,230.0,230.0,0.0,0.0
3006591,28/9/2022 18:09,1,2,6,3,219.0,219.0,0.0,0.0
3006592,28/9/2022 18:17,1,1,1,1,239.0,239.0,0.0,0.0
3006593,28/9/2022 18:25,1,2,3,3,160.0,160.0,0.0,0.0
3006595,28/9/2022 19:13,1,1,1,1,172.0,172.0,0.0,0.0
3006596,28/9/2022 19:18,1,1,1,2,97.0,100.0,0.0,3.0
3006597,28/9/2022 19:37,1,2,7,3,95.0,95.0,0.0,0.0
3006598,28/9/2022 20:09,1,1,1,1,249.0,249.0,0.0,0.0
3006599,28/9/2022 20:30,1,2,3,3,284.0,284.0,0.0,0.0
3006600,29/9/2022 12:16,1,2,2,2,295.0,1000.0,0.0,705.0
3006601,29/9/2022 12:33,1,2,6,3,100.0,100.0,0.0,0.0
3006602,29/9/2022 12:35,1,1,1,1,120.0,120.0,0.0,0.0
3006603,29/9/2022 12:50,1,1,1,1,264.0,264.0,0.0,0.0
3006604,29/9/2022 12:54,1,1,1,1,421.0,421.0,0.0,0.0
3006605,29/9/2022 13:18,1,1,1,1,528.0,528.0,0.0,0.0
3006606,29/9/2022 15:17,1,2,4,3,220.0,220.0,0.0,0.0
3006607,29/9/2022 16:04,1,2,3,3,100.0,100.0,0.0,0.0
3006608,29/9/2022 16:43,1,1,1,2,202.0,502.0,0.0,300.0
3006609,29/9/2022 16:44,1,2,3,3,90.0,90.0,0.0,0.0
3006610,29/9/2022 17:12,1,2,4,3,90.0,90.0,0.0,0.0
3006611,29/9/2022 17:23,1,2,3,3,333.0,333.0,0.0,0.0
3006612,29/9/2022 17:24,1,2,4,3,350.0,350.0,0.0,0.0
3006613,29/9/2022 17:55,1,1,1,2,97.0,100.0,0.0,3.0
3006614,29/9/2022 18:00,1,2,2,1,120.0,120.0,0.0,0.0
3006615,29/9/2022 18:11,1,2,6,3,200.0,200.0,0.0,0.0
3006616,29/9/2022 18:53,1,2,3,3,289.0,289.0,0.0,0.0
3006617,29/9/2022 18:58,1,2,3,3,384.0,384.0,0.0,0.0
3006618,29/9/2022 19:08,1,2,3,3,180.0,180.0,0.0,0.0
3006619,29/9/2022 19:08,1,2,4,3,279.0,279.0,0.0,0.0
3006620,29/9/2022 19:22,1,2,4,3,180.0,180.0,0.0,0.0
3006621,29/9/2022 19:35,1,1,1,1,442.0,442.0,0.0,0.0
3006622,29/9/2022 20:08,1,2,3,3,113.0,113.0,0.0,0.0
3006623,29/9/2022 20:08,1,2,3,3,165.0,165.0,0.0,0.0
3006624,29/9/2022 20:13,1,1,1,2,97.0,100.0,0.0,3.0
3006625,30/9/2022 10:14,1,2,3,3,214.0,214.0,0.0,0.0
3006626,30/9/2022 11:17,1,2,2,1,130.0,130.0,0.0,0.0
3006627,30/9/2022 11:59,1,2,3,3,260.0,260.0,0.0,0.0
3006628,30/9/2022 11:59,1,2,2,3,250.0,250.0,0.0,0.0
3006629,30/9/2022 12:03,1,2,2,1,250.0,250.0,0.0,0.0
3006630,30/9/2022 12:05,1,2,3,3,180.0,180.0,0.0,0.0
3006631,30/9/2022 12:10,1,2,2,1,65.0,65.0,0.0,0.0
3006632,30/9/2022 12:17,1,2,4,3,200.0,200.0,0.0,0.0
3006633,30/9/2022 12:24,1,1,1,1,269.0,269.0,0.0,0.0
3006634,30/9/2022 12:31,1,2,3,3,155.0,155.0,0.0,0.0
3006635,30/9/2022 12:39,1,1,1,1,473.0,473.0,0.0,0.0
3006636,30/9/2022 12:39,1,1,1,1,214.0,214.0,0.0,0.0
3006637,30/9/2022 12:57,1,2,2,3,75.0,75.0,0.0,0.0
3006638,30/9/2022 13:23,1,1,1,1,443.0,443.0,0.0,0.0
3006639,30/9/2022 13:57,1,2,4,3,505.0,505.0,0.0,0.0
3006640,30/9/2022 13:58,1,2,6,3,215.0,215.0,0.0,0.0
3006641,30/9/2022 14:11,1,2,2,1,75.0,75.0,0.0,0.0
3006642,30/9/2022 14:12,1,1,1,1,217.0,217.0,0.0,0.0
3006643,30/9/2022 14:32,1,2,3,3,90.0,90.0,0.0,0.0
3006644,30/9/2022 14:40,1,1,1,2,217.0,1000.0,0.0,783.0
3006645,30/9/2022 14:53,1,1,1,2,130.0,140.0,0.0,10.0
3006646,30/9/2022 14:55,1,2,2,1,20.0,20.0,0.0,0.0
3006647,30/9/2022 15:10,1,1,1,2,269.0,269.0,0.0,0.0
3006649,30/9/2022 15:17,1,2,4,3,175.0,175.0,0.0,0.0
3006650,30/9/2022 15:25,1,2,3,3,155.0,155.0,0.0,0.0
3006651,30/9/2022 15:26,1,2,4,3,100.0,100.0,0.0,0.0
3006652,30/9/2022 15:41,1,2,6,3,529.0,529.0,0.0,0.0
3006653,30/9/2022 16:59,1,2,3,3,319.0,319.0,0.0,0.0
3006654,30/9/2022 17:00,1,2,4,3,375.0,375.0,0.0,0.0
3006655,30/9/2022 17:18,1,2,7,3,245.0,245.0,0.0,0.0
3006656,30/9/2022 17:42,1,1,1,1,222.0,222.0,0.0,0.0
3006657,30/9/2022 17:57,1,2,2,1,140.0,140.0,0.0,0.0
3006658,30/9/2022 18:27,1,2,3,3,274.0,274.0,0.0,0.0
3006659,30/9/2022 18:54,1,2,6,3,110.0,110.0,0.0,0.0
3006660,30/9/2022 19:13,1,2,3,3,100.0,100.0,0.0,0.0
3006661,30/9/2022 19:32,1,2,4,3,165.0,165.0,0.0,0.0
3006662,30/9/2022 20:05,1,1,1,2,212.0,1000.0,0.0,788.0
3006663,30/9/2022 20:07,1,1,1,1,364.0,364.0,0.0,0.0
3006664,30/9/2022 20:30,1,1,1,1,501.0,501.0,0.0,0.0
3006665,1/10/2022 10:29,1,2,3,3,140.0,140.0,0.0,0.0
3006666,1/10/2022 10:37,1,1,1,1,249.0,249.0,0.0,0.0
3006667,1/10/2022 10:54,1,2,3,3,155.0,155.0,0.0,0.0
3006668,1/10/2022 11:36,1,2,3,3,200.0,200.0,0.0,0.0
3006669,1/10/2022 12:09,1,2,7,3,468.0,468.0,0.0,0.0
3006670,1/10/2022 12:26,1,2,3,3,309.0,309.0,0.0,0.0
3006671,1/10/2022 12:45,1,1,1,1,519.0,519.0,0.0,0.0
3006672,1/10/2022 13:03,1,2,4,3,430.0,430.0,0.0,0.0
3006673,1/10/2022 13:08,1,2,4,3,215.0,215.0,0.0,0.0
3006674,1/10/2022 13:49,1,2,2,1,65.0,65.0,0.0,0.0
3006675,1/10/2022 13:52,1,2,3,3,175.0,175.0,0.0,0.0
3006676,1/10/2022 14:11,1,2,7,3,170.0,170.0,0.0,0.0
3006677,1/10/2022 14:13,1,2,4,3,144.0,144.0,0.0,0.0
3006678,1/10/2022 14:14,1,1,1,1,97.0,97.0,0.0,0.0
3006679,1/10/2022 14:36,1,1,1,1,559.0,559.0,0.0,0.0
3006680,1/10/2022 14:40,1,2,3,3,160.0,160.0,0.0,0.0
3006681,1/10/2022 15:32,1,1,1,2,152.0,160.0,0.0,8.0
3006682,1/10/2022 15:36,1,2,6,3,279.0,279.0,0.0,0.0
3006683,1/10/2022 15:54,1,2,3,3,119.0,119.0,0.0,0.0
3006684,1/10/2022 16:01,1,2,4,3,240.0,240.0,0.0,0.0
3006685,1/10/2022 16:13,1,2,7,3,444.0,444.0,0.0,0.0
3006686,1/10/2022 16:25,1,2,2,1,20.0,20.0,0.0,0.0
3006687,1/10/2022 16:28,1,2,6,3,414.0,414.0,0.0,0.0
3006688,1/10/2022 16:37,1,2,3,3,165.0,165.0,0.0,0.0
3006689,1/10/2022 16:40,1,2,3,3,349.0,349.0,0.0,0.0
3006690,1/10/2022 17:00,1,2,3,3,90.0,90.0,0.0,0.0
3006691,1/10/2022 17:17,1,2,3,3,175.0,175.0,0.0,0.0
3006692,1/10/2022 17:37,1,2,2,2,20.0,100.0,0.0,80.0
3006693,1/10/2022 17:45,1,2,4,3,350.0,350.0,0.0,0.0
3006694,1/10/2022 17:48,1,2,4,3,180.0,180.0,0.0,0.0
3006695,1/10/2022 18:16,1,2,3,3,175.0,175.0,0.0,0.0
3006696,1/10/2022 18:23,1,2,2,1,270.0,270.0,0.0,0.0
3006697,1/10/2022 18:54,1,2,7,3,279.0,279.0,0.0,0.0
3006698,1/10/2022 19:39,1,2,4,3,175.0,175.0,0.0,0.0
3006699,1/10/2022 19:45,1,2,2,1,65.0,65.0,0.0,0.0
3006700,1/10/2022 19:56,1,2,4,3,85.0,85.0,0.0,0.0
3006701,1/10/2022 20:00,1,2,4,3,160.0,160.0,0.0,0.0
3006702,1/10/2022 20:01,1,1,1,1,219.0,219.0,0.0,0.0
3006703,1/10/2022 20:14,1,1,1,2,130.0,500.0,0.0,370.0
3006704,1/10/2022 20:55,1,1,1,2,184.0,200.0,16.0,0.0
3006705,3/10/2022 9:56,1,2,3,3,144.0,144.0,0.0,0.0
3006706,3/10/2022 10:36,1,2,3,3,155.0,155.0,0.0,0.0
3006707,3/10/2022 11:20,1,2,7,3,245.0,245.0,0.0,0.0
3006708,3/10/2022 11:53,1,1,1,1,476.0,476.0,0.0,0.0
3006709,3/10/2022 11:59,1,1,1,1,75.0,75.0,0.0,0.0
3006710,3/10/2022 12:13,1,1,1,1,296.0,296.0,0.0,0.0
3006711,3/10/2022 12:22,1,2,2,1,551.0,551.0,0.0,0.0
3006712,3/10/2022 12:27,1,1,1,1,192.0,192.0,0.0,0.0
3006713,3/10/2022 12:34,1,2,3,3,119.0,119.0,0.0,0.0
3006714,3/10/2022 13:04,1,1,1,1,444.0,444.0,0.0,0.0
3006715,3/10/2022 13:30,1,1,1,1,304.0,304.0,0.0,0.0
3006716,3/10/2022 17:55,1,2,3,3,159.0,159.0,0.0,0.0
3006717,3/10/2022 18:11,1,2,6,3,219.0,219.0,0.0,0.0
3006718,3/10/2022 18:44,1,1,1,1,99.0,99.0,0.0,0.0
3006719,3/10/2022 18:52,1,1,1,1,294.0,294.0,0.0,0.0
3006720,3/10/2022 19:01,1,1,1,1,349.0,349.0,0.0,0.0
3006721,3/10/2022 19:25,1,2,2,1,75.0,75.0,0.0,0.0
3006722,3/10/2022 19:26,1,2,7,3,255.0,255.0,0.0,0.0
3006723,3/10/2022 19:55,1,2,7,3,225.0,225.0,0.0,0.0
3006724,3/10/2022 20:08,1,2,3,3,165.0,165.0,0.0,0.0
3006725,3/10/2022 20:08,1,2,3,3,100.0,100.0,0.0,0.0
3006726,3/10/2022 20:16,1,2,6,3,90.0,90.0,0.0,0.0
3006727,3/10/2022 20:24,1,2,7,3,140.0,140.0,0.0,0.0
3006728,4/10/2022 12:21,1,2,2,1,225.0,225.0,0.0,0.0
3006729,4/10/2022 12:21,1,2,2,1,150.0,150.0,0.0,0.0
3006730,4/10/2022 12:42,1,1,1,1,214.0,214.0,0.0,0.0
3006731,4/10/2022 12:43,1,2,3,3,100.0,100.0,0.0,0.0
3006732,4/10/2022 13:19,1,1,1,2,508.0,1000.0,0.0,492.0
3006733,4/10/2022 13:23,1,2,3,3,90.0,90.0,0.0,0.0
3006734,4/10/2022 13:24,1,1,1,1,87.0,87.0,0.0,0.0
3006735,4/10/2022 15:18,1,2,2,2,10.0,10.0,0.0,0.0
3006736,4/10/2022 15:18,1,2,2,1,65.0,65.0,0.0,0.0
3006737,4/10/2022 15:57,1,1,1,1,65.0,65.0,0.0,0.0
3006738,4/10/2022 16:16,1,2,2,2,20.0,20.0,0.0,0.0
3006739,4/10/2022 16:33,1,2,4,3,265.0,265.0,0.0,0.0
3006740,4/10/2022 16:43,1,2,4,3,175.0,175.0,0.0,0.0
3006741,4/10/2022 17:02,1,2,4,3,250.0,250.0,0.0,0.0
3006742,4/10/2022 17:03,1,2,2,1,120.0,120.0,0.0,0.0
3006743,4/10/2022 17:08,1,2,4,3,170.0,170.0,0.0,0.0
3006744,4/10/2022 17:17,1,2,4,3,189.0,189.0,0.0,0.0
3006745,4/10/2022 17:36,1,2,6,3,260.0,260.0,0.0,0.0
3006746,4/10/2022 17:45,1,2,3,3,169.0,169.0,0.0,0.0
3006747,4/10/2022 17:55,1,2,4,3,190.0,190.0,0.0,0.0
3006748,4/10/2022 17:57,1,2,2,1,799.0,799.0,0.0,0.0
3006749,4/10/2022 18:11,1,2,2,2,445.0,1000.0,0.0,555.0
3006750,4/10/2022 18:34,1,2,4,3,100.0,100.0,0.0,0.0
3006751,4/10/2022 18:46,1,2,3,3,90.0,90.0,0.0,0.0
3006752,4/10/2022 19:21,1,2,3,3,180.0,180.0,0.0,0.0
3006753,4/10/2022 19:26,1,2,7,3,255.0,255.0,0.0,0.0
3006754,4/10/2022 19:34,1,2,7,3,280.0,280.0,0.0,0.0
3006755,4/10/2022 20:07,1,2,4,3,85.0,85.0,0.0,0.0
3006756,4/10/2022 20:34,1,2,2,1,150.0,150.0,0.0,0.0
3006757,5/10/2022 10:09,1,2,3,3,279.0,279.0,0.0,0.0
3006758,5/10/2022 11:04,1,2,2,2,75.0,100.0,0.0,25.0
3006759,5/10/2022 11:18,1,2,4,3,219.0,219.0,0.0,0.0
3006760,5/10/2022 11:28,1,2,3,3,264.0,264.0,0.0,0.0
3006761,5/10/2022 11:36,1,2,3,3,195.0,195.0,0.0,0.0
3006762,5/10/2022 12:06,1,2,3,3,190.0,190.0,0.0,0.0
3006763,5/10/2022 12:06,1,2,3,3,165.0,165.0,0.0,0.0
3006764,5/10/2022 12:26,1,2,6,3,90.0,90.0,0.0,0.0
3006765,5/10/2022 12:30,1,2,2,1,955.0,955.0,0.0,0.0
3006766,5/10/2022 12:39,1,2,4,3,320.0,320.0,0.0,0.0
3006767,5/10/2022 12:48,1,1,1,1,244.0,244.0,0.0,0.0
3006768,5/10/2022 13:38,1,2,3,3,165.0,165.0,0.0,0.0
3006769,5/10/2022 13:45,1,2,2,2,15.0,20.0,0.0,5.0
3006770,5/10/2022 13:45,1,2,4,3,225.0,225.0,0.0,0.0
3006771,5/10/2022 14:34,1,2,4,3,100.0,100.0,0.0,0.0
3006772,5/10/2022 14:44,1,2,6,3,100.0,100.0,0.0,0.0
3006773,5/10/2022 14:54,1,2,3,3,90.0,90.0,0.0,0.0
3006774,5/10/2022 15:25,1,2,3,3,414.0,414.0,0.0,0.0
3006775,5/10/2022 16:19,1,1,1,2,162.0,165.0,0.0,3.0
3006776,5/10/2022 16:23,1,2,6,3,100.0,100.0,0.0,0.0
3006777,5/10/2022 16:26,1,2,4,3,285.0,285.0,0.0,0.0
3006778,5/10/2022 17:11,1,2,6,3,400.0,400.0,0.0,0.0
3006779,5/10/2022 18:01,1,1,1,2,159.0,200.0,0.0,41.0
3006780,5/10/2022 18:17,1,2,2,1,120.0,120.0,0.0,0.0
3006781,5/10/2022 18:31,1,2,4,3,185.0,185.0,0.0,0.0
3006782,5/10/2022 18:34,1,2,4,3,100.0,100.0,0.0,0.0
3006783,5/10/2022 18:52,1,2,3,3,374.0,374.0,0.0,0.0
3006784,5/10/2022 19:20,1,2,7,3,185.0,185.0,0.0,0.0
3006785,5/10/2022 19:38,1,2,3,3,155.0,155.0,0.0,0.0
3006786,5/10/2022 20:05,1,2,3,3,269.0,269.0,0.0,0.0
3006787,5/10/2022 20:34,1,1,1,1,369.0,369.0,0.0,0.0
3006788,6/10/2022 9:42,1,2,3,3,249.0,249.0,0.0,0.0
3006789,6/10/2022 9:45,1,2,3,3,249.0,249.0,0.0,0.0
3006790,6/10/2022 10:48,1,2,3,3,340.0,340.0,0.0,0.0
3006791,6/10/2022 11:44,1,2,4,3,100.0,100.0,0.0,0.0
3006792,6/10/2022 11:47,1,2,4,3,445.0,445.0,0.0,0.0
3006793,6/10/2022 11:52,1,2,3,3,579.0,579.0,0.0,0.0
3006794,6/10/2022 12:19,1,1,1,1,431.0,431.0,0.0,0.0
3006795,6/10/2022 12:33,1,1,1,2,189.0,200.0,0.0,11.0
3006796,6/10/2022 12:45,1,1,1,2,280.0,300.0,0.0,20.0
3006797,6/10/2022 12:51,1,1,1,1,585.0,585.0,0.0,0.0
3006798,6/10/2022 12:57,1,1,1,2,214.0,1000.0,0.0,786.0
3006799,6/10/2022 13:03,1,2,4,3,335.0,335.0,0.0,0.0
3006800,6/10/2022 13:13,1,2,7,3,95.0,95.0,0.0,0.0
3006801,6/10/2022 13:50,1,2,6,3,110.0,110.0,0.0,0.0
3006802,6/10/2022 14:04,1,2,4,3,274.0,274.0,0.0,0.0
3006803,6/10/2022 15:13,1,2,3,3,145.0,145.0,0.0,0.0
3006804,6/10/2022 16:00,1,2,3,3,279.0,279.0,0.0,0.0
3006805,6/10/2022 17:38,1,2,4,3,189.0,189.0,0.0,0.0
3006806,6/10/2022 17:50,1,2,3,3,85.0,85.0,0.0,0.0
3006807,6/10/2022 18:09,1,1,1,2,264.0,300.0,0.0,36.0
3006808,6/10/2022 18:09,1,2,4,3,85.0,85.0,0.0,0.0
3006809,6/10/2022 18:51,1,2,4,3,379.0,379.0,0.0,0.0
3006810,6/10/2022 18:55,1,2,4,3,100.0,100.0,0.0,0.0
3006811,6/10/2022 19:12,1,2,3,3,339.0,339.0,0.0,0.0
3006812,6/10/2022 19:41,1,2,4,3,210.0,210.0,0.0,0.0
3006813,6/10/2022 19:51,1,2,4,3,235.0,235.0,0.0,0.0
3006814,6/10/2022 19:51,1,2,3,3,184.0,184.0,0.0,0.0
3006815,7/10/2022 10:36,1,2,3,3,230.0,230.0,0.0,0.0
3006816,7/10/2022 10:56,1,2,4,3,235.0,235.0,0.0,0.0
3006817,7/10/2022 11:36,1,2,3,3,200.0,200.0,0.0,0.0
3006818,7/10/2022 11:49,1,2,4,3,325.0,325.0,0.0,0.0
3006819,7/10/2022 11:58,1,2,3,3,170.0,170.0,0.0,0.0
3006820,7/10/2022 12:16,1,2,3,3,274.0,274.0,0.0,0.0
3006821,7/10/2022 12:24,1,2,3,3,160.0,160.0,0.0,0.0
3006822,7/10/2022 12:30,1,1,1,1,316.0,316.0,0.0,0.0
3006823,7/10/2022 12:41,1,2,2,1,120.0,120.0,0.0,0.0
3006824,7/10/2022 12:42,1,1,1,1,402.0,402.0,0.0,0.0
